Accessions	Gene	Description	GeneSymbol	Unique_peptides	MCF7.SiCTRL.EtOH.Rep.1	MCF7.SiCTRL.EtOH.Rep.2	MCF7.SiCTRL.E2.Rep.1	MCF7.SiCTRL.E2.Rep.2	MCF7.SiCTRL.E2.Rep.3	MCF7.SiCTRL.E2.Rep.4	MCF7.SiCTRL.EtOH.Rep.3	MCF7.SiCTRL.EtOH.Rep.4	log2FC	AvgIntensity	t	P.Value	adj.P.Val	B
P13646	K1C13_HUMAN	"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4"	KRT13	1	8.35	7.18	9.89	7.46	6.37	7.67	6.67	5.76	0.86	7.545564439	1.67	0.12	0.35	-5.48
P50402	EMD_HUMAN	Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1	EMD	1	5.89	5.78	5.18	5.64	4.35	4.68	4.76	4.41	-0.25	5.137823624	-1.66	0.12	0.35	-5.49
Q5JTD0	TJAP1_HUMAN	Tight junction-associated protein 1 OS=Homo sapiens OX=9606 GN=TJAP1 PE=1 SV=1	TJAP1	17	11.74	11.89	11.14	11.65	11.73	10.79	11.76	11.26	-0.34	11.49761186	-1.66	0.12	0.35	-5.49
O43395	PRPF3_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2	PRPF3	2	7.44	7.89	7.14	7.58	8.39	8.7	8.49	8.87	-0.22	8.045308801	-1.66	0.12	0.35	-5.49
Q99836	MYD88_HUMAN	Myeloid differentiation primary response protein MyD88 OS=Homo sapiens OX=9606 GN=MYD88 PE=1 SV=1	MYD88	1	5.7	5.89	6.25	6	5.74	5.9	5.63	5.87	0.2	5.84131275	1.66	0.12	0.35	-5.5
Q96CN9	GCC1_HUMAN	GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GCC1 PE=1 SV=1	GCC1	1	5.83	5.75	5.48	5.27	4.79	4.6	4.74	4.83	-0.25	5.125370495	-1.65	0.12	0.35	-5.5
Q96CW1	AP2M1_HUMAN	AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2	AP2M1	2	7.76	7.76	7.15	7.52	7.89	7.65	7.97	7.59	-0.22	7.667845648	-1.65	0.12	0.36	-5.51
P35080	PROF2_HUMAN	Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3	PFN2	1	7.56	7.87	7.58	8.01	6.75	6.9	6.55	6.65	0.15	7.226230273	1.64	0.12	0.36	-5.52
O95782	AP2A1_HUMAN	AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3	AP2A1	3	7.53	7.44	7.3	7.23	7.18	7.31	7.35	7.27	-0.14	7.3223899	-1.64	0.12	0.36	-5.52
O94906	PRP6_HUMAN	Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1	PRPF6	6	8.54	8.52	8.27	8.34	8.57	8.43	8.64	8.55	-0.16	8.48342782	-1.64	0.12	0.36	-5.53
P06493	CDK1_HUMAN	Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3	CDK1	1	4.11	3.4	3.18	3.19	4	3.65	4.39	3.76	-0.41	3.550053253	-1.64	0.12	0.36	-5.53
Q07955	SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2	SRSF1	7	11.15	11.06	10.62	11.01	10.13	10.24	10.42	10.14	-0.19	10.64555785	-1.63	0.12	0.36	-5.53
P05455	LA_HUMAN	Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	SSB	3	7.49	7.65	7.22	7.49	7.8	7.69	7.62	8.1	-0.17	7.648536525	-1.63	0.12	0.36	-5.54
P62820	RAB1A_HUMAN	Ras-related protein Rab-1A OS=Homo sapiens OX=9606 GN=RAB1A PE=1 SV=3	RAB1A	1	4.39	4.42	3.81	3.84	5.8	6.14	5.72	6.06	-0.25	5.009154101	-1.62	0.13	0.37	-5.55
P41223	BUD31_HUMAN	Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2	BUD31	2	8.1	8.6	8.38	8.92	8.02	8.06	7.74	8.15	0.2	8.240131744	1.62	0.13	0.37	-5.55
P41227	NAA10_HUMAN	N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1	NAA10	1	5.96	6.12	5.47	5.53	6.18	6.17	6.08	6.09	-0.22	5.940044098	-1.62	0.13	0.37	-5.55
Q9Y265	RUVB1_HUMAN	RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1	RUVBL1	11	10.06	10.49	9.88	10.2	9.86	9.99	10.04	10.09	-0.19	10.06453289	-1.62	0.13	0.37	-5.55
P62937	PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	PPIA	6	11	11.31	11.15	11.34	11	11.25	10.79	11.1	0.14	11.09669816	1.61	0.13	0.37	-5.56
Q9H9E3	COG4_HUMAN	Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=3	COG4	1	3.78	3.34	3.82	3.43	5.37	5.13	4.95	4.73	0.24	4.319136716	1.61	0.13	0.37	-5.57
O60318	GANP_HUMAN	Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2	MCM3AP	1	4.75	4.42	4.2	4.35	4.62	3.7	4.55	4.38	-0.31	4.44295848	-1.61	0.13	0.37	-5.57
Q93052	LPP_HUMAN	Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1	LPP	4	6.17	6.26	5.99	6.06	7.08	6.98	7.2	7.1	-0.15	6.607338	-1.61	0.13	0.37	-5.57
P04843	RPN1_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1	RPN1	8	10.34	10.3	9.92	10.14	9.57	9.81	9.84	9.7	-0.19	9.960841572	-1.61	0.13	0.37	-5.57
P17858	PFKAL_HUMAN	"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6"	PFKL	2	6.68	6.77	6.58	6.72	6.9	6.89	7.18	7.08	-0.15	6.845272432	-1.6	0.13	0.38	-5.58
Q99747	SNAG_HUMAN	Gamma-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPG PE=1 SV=1	NAPG	1	5.55	5.7	6.08	5.78	6.33	6.16	6.08	6.21	0.2	5.971084175	1.6	0.13	0.38	-5.58
Q99439	CNN2_HUMAN	Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4	CNN2	3	8.21	7.94	7.8	7.67	8.33	8.68	8.43	8.73	-0.21	8.211486358	-1.6	0.13	0.38	-5.59
Q8N1G0	ZN687_HUMAN	Zinc finger protein 687 OS=Homo sapiens OX=9606 GN=ZNF687 PE=1 SV=1	ZNF687	2	6.66	6.83	6.39	7.4	7.6	7.02	7.01	6.59	0.33	6.955365023	1.59	0.13	0.38	-5.59
Q92766	RREB1_HUMAN	Ras-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=RREB1 PE=1 SV=3	RREB1	2	6.96	6.88	6.9	7.62	7.51	7.01	7.26	6.85	0.27	7.126610777	1.59	0.13	0.38	-5.59
Q15717	ELAV1_HUMAN	ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2	ELAVL1	5	10.22	10.24	9.66	10.02	9.32	9.46	9.57	9.28	-0.21	9.717965454	-1.59	0.13	0.38	-5.6
Q9BZK7	TBL1R_HUMAN	F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1	TBL1XR1	3	8.1	8.18	7.98	8.38	7.74	7.11	7.08	6.88	0.24	7.669522968	1.58	0.14	0.38	-5.61
Q9Y230	RUVB2_HUMAN	RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3	RUVBL2	10	10.06	10.48	9.82	10.18	9.38	9.42	9.6	9.46	-0.2	9.786488594	-1.58	0.14	0.39	-5.61
Q9Y2S6	TMA7_HUMAN	Translation machinery-associated protein 7 OS=Homo sapiens OX=9606 GN=TMA7 PE=1 SV=1	TMA7	1	6.29	6.52	5.45	6.41	5.88	5.65	5.94	5.76	-0.28	6.015786133	-1.58	0.14	0.39	-5.61
Q8TD16	BICD2_HUMAN	Protein bicaudal D homolog 2 OS=Homo sapiens OX=9606 GN=BICD2 PE=1 SV=1	BICD2	1	4.59	4.51	4.17	4.37	5.44	5.21	5.47	5.41	-0.2	4.99476277	-1.58	0.14	0.39	-5.61
P15976	GATA1_HUMAN	Erythroid transcription factor OS=Homo sapiens OX=9606 GN=GATA1 PE=1 SV=1	GATA1	1	7	6.65	7.11	7.01	5.86	5.68	5.76	5.12	0.28	6.226103182	1.57	0.14	0.39	-5.62
Q9Y6V7	DDX49_HUMAN	Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens OX=9606 GN=DDX49 PE=1 SV=1	DDX49	1	6.29	5.78	5.57	5.64	6.89	6.82	6.79	7.06	-0.25	6.321637103	-1.57	0.14	0.39	-5.62
Q15366	PCBP2_HUMAN	Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1	PCBP2	4	10.12	10.57	9.54	10.29	9.83	9.85	10.1	9.77	-0.26	9.977319466	-1.57	0.14	0.39	-5.63
P28482	MK01_HUMAN	Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3	MAPK1	1	6.45	6.37	6.89	6.42	7.06	7.26	6.89	7.14	0.2	6.72017416	1.57	0.14	0.39	-5.63
P10809	CH60_HUMAN	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2"	HSPD1	6	9.71	8.71	9.42	8.87	8.06	7.82	8.63	8.1	-0.24	8.621189376	-1.57	0.14	0.39	-5.63
P25787	PSA2_HUMAN	Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2	PSMA2	1	2.85	3.85	2.46	3.39	2.86	3.12	3.62	3.03	-0.37	3.217487476	-1.56	0.14	0.39	-5.63
Q7Z4V5	HDGR2_HUMAN	Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1	HDGFL2	1	6.1	6.45	5.58	6.46	6.21	5.93	6.51	6.26	-0.29	6.266158242	-1.56	0.14	0.39	-5.64
Q15424	SAFB1_HUMAN	Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4	SAFB	1	8.53	8.77	7.54	8.35	6.87	6.65	7.18	6.38	-0.36	7.551236461	-1.56	0.14	0.39	-5.64
P06454	PTMA_HUMAN	Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2	PTMA	2	6.95	7.01	7.37	7.17	7.36	7.48	7.13	7.5	0.2	7.190539372	1.56	0.14	0.39	-5.64
Q9BSJ8	ESYT1_HUMAN	Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1	ESYT1	6	9.52	9.26	9.1	9.24	9.81	9.86	10.02	9.8	-0.15	9.56668754	-1.55	0.14	0.39	-5.65
P61221	ABCE1_HUMAN	ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1	ABCE1	1	5.29	5.36	5.08	4.96	5.43	5.67	5.66	5.56	-0.18	5.343002566	-1.55	0.14	0.39	-5.65
P41252	SYIC_HUMAN	"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS PE=1 SV=2"	IARS	5	8.23	8.21	7.82	8.12	8.17	8.24	8.36	8.25	-0.18	8.155803192	-1.55	0.14	0.39	-5.65
E9PRG8	CK098_HUMAN	Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=1	C11orf98	1	7.18	7.24	7.14	6.89	7.49	7.86	7.6	8.38	-0.26	7.338318421	-1.55	0.14	0.39	-5.65
Q93050	VPP1_HUMAN	V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3	ATP6V0A1	1	5.39	5.13	5.04	4.79	5.27	4.93	5.35	5.05	-0.22	5.081479379	-1.55	0.14	0.39	-5.65
Q93008	USP9X_HUMAN	Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=3	USP9X	2	6.07	5.78	5.7	5.68	5.15	5.19	5.34	5.18	-0.16	5.517295082	-1.55	0.14	0.39	-5.66
Q96P11	NSUN5_HUMAN	Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2	NSUN5	1	6.12	5.86	5.85	5.54	6.41	6.24	6.35	6.65	-0.24	6.068247036	-1.55	0.14	0.39	-5.66
P20962	PTMS_HUMAN	Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2	PTMS	1	4.6	4.18	5.32	4.68	6.1	6.15	6.04	6.35	0.27	5.357665032	1.55	0.14	0.39	-5.66
P30622	CLIP1_HUMAN	CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2	CLIP1	1	6.17	6.14	4.93	6.36	4.56	4.75	4.98	4.8	-0.37	5.379813862	-1.54	0.14	0.4	-5.66
P98179	RBM3_HUMAN	RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1	RBM3	1	8.19	7.96	7.83	7.69	6.7	7.06	6.9	7.12	-0.22	7.41796373	-1.54	0.15	0.4	-5.67
P52272	HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	HNRNPM	28	13.21	13.34	12.42	13.15	12.35	12.27	12.74	12.13	-0.31	12.69746219	-1.54	0.15	0.4	-5.67
Q9NW64	RBM22_HUMAN	Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1	RBM22	3	7.86	8.16	7.78	8.54	8.02	7.8	7.71	7.51	0.23	7.961578912	1.54	0.15	0.4	-5.67
O95433	AHSA1_HUMAN	Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1	AHSA1	1	6.39	6.86	6.34	6.5	5.31	5.29	5.37	5.47	-0.16	5.916964859	-1.54	0.15	0.4	-5.67
O94855	SC24D_HUMAN	Protein transport protein Sec24D OS=Homo sapiens OX=9606 GN=SEC24D PE=1 SV=2	SEC24D	1	6.49	6.06	7.06	6.63	7.87	7.9	7.44	7.93	0.38	7.223486461	1.54	0.15	0.4	-5.67
Q96EP5	DAZP1_HUMAN	DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1	DAZAP1	3	8.4	8.63	7.89	8.35	8.04	8.16	8.14	8.02	-0.18	8.233706947	-1.53	0.15	0.4	-5.67
Q96BF6	NACC2_HUMAN	Nucleus accumbens-associated protein 2 OS=Homo sapiens OX=9606 GN=NACC2 PE=1 SV=1	NACC2	1	7.11	6.89	6.82	6.38	7.29	7.62	7.18	8.1	-0.29	7.052281748	-1.53	0.15	0.4	-5.68
Q9Y262	EIF3L_HUMAN	Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1	EIF3L	4	7.89	7.78	7.6	7.72	7.7	7.94	7.96	7.98	-0.16	7.791470911	-1.53	0.15	0.4	-5.68
P17028	ZNF24_HUMAN	Zinc finger protein 24 OS=Homo sapiens OX=9606 GN=ZNF24 PE=1 SV=4	ZNF24	1	7.33	7.36	7.39	7.53	6.52	6.22	6.1	6.06	0.2	6.827853489	1.53	0.15	0.4	-5.68
Q8NE71	ABCF1_HUMAN	ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2	ABCF1	5	7.18	7.01	6.89	6.89	7.66	7.65	7.83	7.65	-0.14	7.335381227	-1.53	0.15	0.4	-5.69
P14868	SYDC_HUMAN	"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS PE=1 SV=2"	DARS	4	8.52	8.81	8.24	8.65	8.33	8.28	8.54	8.37	-0.18	8.479127102	-1.52	0.15	0.4	-5.69
Q01130	SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4	SRSF2	1	8.85	8.93	8.27	8.78	8.57	8.86	8.74	8.71	-0.19	8.730431391	-1.52	0.15	0.4	-5.69
Q14254	FLOT2_HUMAN	Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2	FLOT2	1	5.84	5.87	5.32	5.68	4.79	4.69	5.07	4.61	-0.23	5.229139507	-1.51	0.15	0.41	-5.7
Q9NPJ6	MED4_HUMAN	Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens OX=9606 GN=MED4 PE=1 SV=1	MED4	1	5.05	5.26	4.78	5.1	6.1	5.89	6.15	6.16	-0.19	5.503089378	-1.51	0.15	0.41	-5.7
P08670	VIME_HUMAN	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	VIM	2	6.9	5.99	5.86	7.15	6.41	5.93	6.6	7.87	-0.5	6.406550285	-1.51	0.15	0.41	-5.71
O96013	PAK4_HUMAN	Serine/threonine-protein kinase PAK 4 OS=Homo sapiens OX=9606 GN=PAK4 PE=1 SV=1	PAK4	1	4.29	4.8	4.28	4.04	5.05	5.12	5.08	5.34	-0.26	4.739198695	-1.51	0.15	0.41	-5.71
P04196	HRG_HUMAN	Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1	HRG	1	6.17	6.72	5.71	6.35	5.95	5.9	6.14	5.91	-0.26	6.209280127	-1.5	0.15	0.41	-5.72
Q05639	EF1A2_HUMAN	Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1	EEF1A2	2	8.81	8.99	8.62	8.94	8.54	8.72	8.76	8.93	-0.17	8.790910177	-1.5	0.15	0.41	-5.72
Q9Y365	STA10_HUMAN	START domain-containing protein 10 OS=Homo sapiens OX=9606 GN=STARD10 PE=1 SV=2	STARD10	1	4.22	4.47	4.09	4.32	5.28	5.31	5.46	5.51	-0.16	4.768906808	-1.5	0.16	0.41	-5.72
Q14152	EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1	EIF3A	10	10.09	9.8	9.77	9.84	10.02	10.21	10.17	10.42	-0.16	10.05648448	-1.5	0.16	0.41	-5.73
O60828	PQBP1_HUMAN	Polyglutamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PQBP1 PE=1 SV=1	PQBP1	1	5.46	5.8	5.4	5.77	5.76	5.7	5.27	5.35	0.19	5.6035619	1.5	0.16	0.41	-5.73
P21796	VDAC1_HUMAN	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2	VDAC1	1	4.42	4.54	3.97	4.48	4.93	5.07	5.42	4.93	-0.22	4.768886333	-1.49	0.16	0.42	-5.73
P00403	COX2_HUMAN	Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1	MT-CO2	1	7.74	7.58	7.29	7.24	5.88	5.81	6.32	5.54	-0.24	6.627525483	-1.49	0.16	0.42	-5.73
Q8ND56	LS14A_HUMAN	Protein LSM14 homolog A OS=Homo sapiens OX=9606 GN=LSM14A PE=1 SV=3	LSM14A	1	6.49	6.69	6.03	6.51	7.05	6.81	7.28	6.92	-0.25	6.712756898	-1.49	0.16	0.42	-5.73
P54578	UBP14_HUMAN	Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3	USP14	3	8.14	8.59	7.89	8.29	7.14	7.19	7.25	7.21	-0.17	7.682022353	-1.49	0.16	0.42	-5.74
P26599	PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1	PTBP1	13	11.4	11.74	10.75	11.43	11.04	10.94	11.4	10.77	-0.29	11.17196786	-1.49	0.16	0.42	-5.74
P35221	CTNA1_HUMAN	Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1	CTNNA1	5	8.49	8.66	9.02	8.81	8.84	8.81	8.61	8.86	0.21	8.805817913	1.48	0.16	0.42	-5.74
P00338	LDHA_HUMAN	L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	LDHA	5	8.87	9.05	8.58	8.97	8.53	8.75	8.74	8.78	-0.16	8.744836848	-1.48	0.16	0.42	-5.75
Q9NZU5	LMCD1_HUMAN	LIM and cysteine-rich domains protein 1 OS=Homo sapiens OX=9606 GN=LMCD1 PE=1 SV=1	LMCD1	2	8.13	7.75	8.08	8.45	8.51	8.37	8.4	8.25	0.22	8.257397886	1.48	0.16	0.42	-5.75
Q71RC2	LARP4_HUMAN	La-related protein 4 OS=Homo sapiens OX=9606 GN=LARP4 PE=1 SV=3	LARP4	3	6.59	6.56	6.45	6.56	7.24	7.32	7.55	7.48	-0.15	6.930827408	-1.48	0.16	0.42	-5.75
O60216	RAD21_HUMAN	Double-strand-break repair protein rad21 homolog OS=Homo sapiens OX=9606 GN=RAD21 PE=1 SV=2	RAD21	1	3.45	3.69	4.1	3.64	5	4.64	4.55	4.57	0.28	4.272861755	1.47	0.16	0.42	-5.76
P62910	RL32_HUMAN	60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2	RPL32	2	9.34	9.4	9.14	9.25	8.44	8.83	8.76	8.77	-0.15	8.980775999	-1.47	0.16	0.42	-5.76
Q7L775	EPMIP_HUMAN	EPM2A-interacting protein 1 OS=Homo sapiens OX=9606 GN=EPM2AIP1 PE=1 SV=1	EPM2AIP1	2	5.42	5.22	4.91	5.07	5.37	5.15	5.32	5.28	-0.18	5.235452432	-1.47	0.16	0.42	-5.76
P46776	RL27A_HUMAN	60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2	RPL27A	4	10.52	10.66	10.16	10.56	10.02	10.33	10.24	10.31	-0.16	10.38472204	-1.47	0.16	0.42	-5.76
Q9UIG0	BAZ1B_HUMAN	Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2	BAZ1B	1	5.91	5.83	5.69	5.6	6.03	6.19	6.23	6.18	-0.16	5.946121609	-1.47	0.16	0.42	-5.77
Q14011	CIRBP_HUMAN	Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1	CIRBP	3	9.09	9.28	8.73	9.09	7.72	8.18	7.95	8.05	-0.16	8.541790131	-1.47	0.16	0.42	-5.77
Q9Y316	MEMO1_HUMAN	Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1	MEMO1	1	5.74	6.37	5.8	6.66	6.4	6.41	6.09	6.28	0.2	6.222245135	1.47	0.16	0.42	-5.77
Q16698	DECR_HUMAN	"2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1"	DECR1	2	7.41	7.72	7.19	7.52	7.32	7.13	7.53	7.36	-0.21	7.344708237	-1.46	0.17	0.43	-5.77
P62306	RUXF_HUMAN	Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1	SNRPF	2	8.88	8.97	8.57	8.64	8.37	8.42	8.53	8.28	-0.17	8.559353506	-1.46	0.17	0.43	-5.77
Q96EE3	SEH1_HUMAN	Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3	SEH1L	1	6.57	5.97	6.14	5.26	7.24	7.36	7.64	7.31	-0.37	6.57940024	-1.46	0.17	0.43	-5.78
Q8NC74	RB8NL_HUMAN	RBBP8 N-terminal-like protein OS=Homo sapiens OX=9606 GN=RBBP8NL PE=2 SV=3	RBBP8NL	5	8.76	8.84	8.59	8.38	8.47	8.23	8.61	8.25	-0.2	8.503559249	-1.46	0.17	0.43	-5.78
O14964	HGS_HUMAN	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	HGS	1	5.59	5.9	5.63	5.19	5.89	5.91	5.89	6.06	-0.21	5.757001565	-1.46	0.17	0.43	-5.78
Q5VTR2	BRE1A_HUMAN	E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens OX=9606 GN=RNF20 PE=1 SV=2	RNF20	2	7.32	7.67	6.94	7.24	6.58	6.37	6.73	6.27	-0.21	6.876398032	-1.46	0.17	0.43	-5.78
O60264	SMCA5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1	SMARCA5	8	9.09	9.21	8.83	9.04	9.02	9.12	9.07	9.17	-0.13	9.05968378	-1.46	0.17	0.43	-5.78
Q15906	VPS72_HUMAN	Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1	VPS72	2	6.3	5.96	6.31	5.85	6.4	6.26	6.62	6.61	-0.17	6.224786036	-1.45	0.17	0.43	-5.78
Q13200	PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3	PSMD2	3	6.99	7.31	6.64	7.09	6.95	6.96	7.05	7.01	-0.18	7.04355749	-1.45	0.17	0.43	-5.79
Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3	CKAP5	1	4	2.99	3.38	3.3	3.62	3.82	4.16	4.05	-0.27	3.673480714	-1.45	0.17	0.43	-5.79
P41214	EIF2D_HUMAN	Eukaryotic translation initiation factor 2D OS=Homo sapiens OX=9606 GN=EIF2D PE=1 SV=3	EIF2D	3	8.68	9.9	7.54	9.24	8.38	7.71	8.52	7.85	-0.52	8.554879398	-1.44	0.17	0.43	-5.8
P26358	DNMT1_HUMAN	DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2	DNMT1	4	6.98	7.77	6.51	7.41	7.32	7.25	7.43	7.42	-0.27	7.260164938	-1.44	0.17	0.43	-5.8
P51114	FXR1_HUMAN	Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3	FXR1	2	5.11	5.26	5.5	5.38	5.74	5.56	5.77	5.3	0.18	5.463800624	1.44	0.17	0.43	-5.8
Q9UNL2	SSRG_HUMAN	Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1	SSR3	1	5.36	5.54	5.19	5.38	5.06	5.44	5.45	5.44	-0.18	5.35108602	-1.44	0.17	0.43	-5.81
